Company,brand_name,key ingredients,key benefits,rating,number of rating
Bakson's Homeopathy Pilgo Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Pilgo tablets improve bowel movements and provides relief from itching, burning, and discomfort associated with piles', 'Fast-acting and effective tablets for piles', 'Pilgo tablets reduce inflammation and promote healing', 'Clinically tested and proven', 'Easy to use and swallow Pilgo tablets', 'Can be used as a preventive measure for piles']",4.4,322 Ratings
Wheezal Mel-X Melasma Tablet,Wheezal Homeo Pharma,NA,"['Helpful in pigmentation disorders', 'Can reduce tanning and sunburn', 'Reduces the signs of ageing']",4,197 Ratings
Lord's Ylo Tablet,Lord's Homoeopathic Laboratory Pvt Ltd,NA,"['Effective laxative tablets for constipation relief', 'Manages concerns causing infrequent stool', 'Maintains healthy bowel movements']",4.5,113 Ratings
SBL Magnesia Phosphorica Biochemic Tablet 6X,SBL Pvt Ltd,NA,"['Helps relieve nerve and muscle pain', 'Can increase energy levels and keep your body fit', 'Elevates low moods and keeps you calm and relaxed', 'Helpful against flatulence, colic, dysentery etc.']",4.7,744 Ratings
SBL FP-Tabs Tablet,SBL Pvt Ltd,NA,"['Relieves itching, pain and swelling related to piles and anal fissures', 'It is helpful against constipation', 'It is also known to manage both internal and external piles']",4.4,528 Ratings
SBL Bio-Combination 21 Tablet,SBL Pvt Ltd,NA,"['Helps manage teething troubles', 'Improves appetite and digestion', 'Helps absorb calcium and phosphates', 'Relieves diarrhoea and excess drooling']",4.6,361 Ratings
SBL Berberis Aquifolium Mother Tincture Q,SBL Pvt Ltd,NA,"['Facilitates help in psychological issues', 'Useful in providing relief in case of itchy scalp, headache, acidity, and nausea', 'Helps to improve skin problems like pimples, eczema, psoriasis, and glandular swellings', 'Helps to prevent the itchy, burning sensation of the eyes', 'Helps to improve digestion and defecation', 'Provide relief in case of burning sensations in the urine or decreased frequency in urine', 'Facilitates relief during minor pains in the vagina']",4.4,348 Ratings
SBL Rauwolfia Serpentina Mother Tincture Q,SBL Pvt Ltd,NA,"['It helps in reducing high blood pressure and its associated symptoms', 'Helps in calming the nervous system and reduces anxiety', 'It is made from a homoeopathic composition and hence has no side effects']",4.6,488 Ratings
Dr. Reckeweg Testes Siccati Trituration Tablet 3X,Dr Reckeweg & Co,NA,"[""Helps maintain men's reproductive health"", 'Helps to overcome weakness and fatigue', 'Enhances strength and stamina']",4.3,476 Ratings
SBL Calendula Cream,SBL Pvt Ltd,NA,"['Helps treat cuts and open wounds', 'Can provide relief to burns and superficial wounds', 'Soothes and smoothes dry and rough skin']",4.7,663 Ratings
SBL Carbo Vegetabilis Dilution 30 CH,SBL Pvt Ltd,NA,"['Relieves gum swelling and ulcers', 'Relieves flatulence, stomach cramps and indigestion', 'Improves breathing due to chest openness', 'Made from homoeopathic constitution, this medicine has no side effects']",4.6,1248 Ratings
SBL Carduus Marianus Mother Tincture Q,SBL Pvt Ltd,NA,"['It can help support liver health', 'It may alleviate pain', 'It can enhance energy and relieve fatigue']",4.5,291 Ratings
SBL Bio-Combination 25 Tablet,SBL Pvt Ltd,NA,"['Helps relieve acidity, flatulence and indigestion', 'Can reduce nausea, vomiting and abdominal pain', 'Reduces burning sensation in stomach and anus']",4.7,546 Ratings
SBL Aconitum Napellus Dilution 30 CH,SBL Pvt Ltd,NA,"['Manages concerns associated with physical and mental health', 'Provides relief from burning headaches, and inflammation in the eyes', 'Assists with digestive-related concerns and inflammatory fever']",4.6,789 Ratings
SBL Five Phos Tablet 6X,SBL Pvt Ltd,NA,"['Relieves stress and fatigue', 'Increases energy levels', 'Useful for anaemia', 'Useful in chronic exhaustive conditions']",4.6,605 Ratings
SBL Homeocal Tablet,SBL Pvt Ltd,NA,"['Safe to use formulation for osteoporosis', 'Helps reduce joint pain and backache', 'Aids in improving metabolism', 'Helps maintain hormonal imbalance']",4.6,606 Ratings
Bakson's Homeopathy Tonsil Aid Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Tonsil Aid Tablets deal with inflammation and pain in the tonsils', 'Potent treatment for tonsilitis', 'These tablets for throat issues relieve throat irritation and dryness', 'Safe to use, and it doesn’t trigger any side effects']",4.5,163 Ratings
New Life Bach Flower Rescue Remedy 30,New Life Laboratories Pvt Ltd,NA,"['Soothes the nerves and helps to relax', 'Increases focus and concentration', 'Alleviates stress and anxiety']",4.4,827 Ratings
Dr Willmar Schwabe India Phytolacca Berry Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Regulates the hunger pattern and aids proper digestion', 'Induces proper metabolism of the body', 'Helps in fat reduction', 'Indicated in fungal infections, sore throat and mumps']",4.3,252 Ratings
Dr. Reckeweg V-C 15 Forte Tonic,Dr Reckeweg & Co,NA,"['Helps in dealing with nervous exhaustion', 'Improves appetite', 'Helps with blood circulation']",4.4,137 Ratings
Dr. Reckeweg Aconitum Napellus Dilution 30 CH,Dr Reckeweg & Co,NA,"['Helps in relieving heaviness and burning headache', 'Useful in fighting physical and mental exhaustion', 'Reduces inflammation and irritation in the eyes']",4.7,577 Ratings
Dr. Reckeweg Ashwagandha Mother Tincture Q,Dr Reckeweg & Co,NA,"['Helps improve stress response', 'Revitalises and rejuvenates the body', 'Has antioxidant and anti-inflammatory properties', 'Boosts vigour and vitality']",4.5,400 Ratings
Dr. Reckeweg Bio-Combination 21 (BC 21) Tablet,Dr Reckeweg & Co,NA,"['Provides relief from bleeding gums', 'Helps reduce the bad taste in the mouth', 'Prevents tooth decaying']",4.8,240 Ratings
Dr. Reckeweg R2 Essentia Aurea-Gold Drop,Dr Reckeweg & Co,NA,"['Helps to provide relief in case of painful sensations in the heart', 'Regulates palpitation and excitations', 'Aids in improving blood circulation']",4.7,254 Ratings
SBL Phytolacca Berry Mother Tincture Q,SBL Pvt Ltd,NA,"['Helps in weight loss and reducing excess fat', 'Can improve digestion and metabolism', 'Helpful in managing appetite and boosting energy', 'May help against fungal infection, tonsilitis, etc.']",4.4,351 Ratings
Dr. Reckeweg Lycopodium Dilution 200 CH,Dr Reckeweg & Co,NA,"['Relieves constipation', 'Manages concerns related to liver and kidneys', 'Helps in relieving pains related to arthritis']",4.5,886 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
ADEL 4 Apo-Rheum Drop,Adel Pekana Germany,NA,"['Useful in case of Osteoarthritis, Rheumatism, muscle and joint pains', 'Provides relief in case of low back pain, cervical spondylosis, sprain or sports injuries', 'Facilitates proper circulation in congested parts', 'Aids in managing high blood pressure', 'Helps to overcome weakness and exhaustion']",4.5,330 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Dr. Reckeweg R8 Jut-U-Sin Cough Syrup,Dr Reckeweg & Co,NA,"['Helps soothe discomfort due to coughing', 'Helps in reducing violent cough', 'May help with convulsive cough']",4.6,187 Ratings
SBL Lycopodium Clavatum Dilution 200 CH,SBL Pvt Ltd,NA,"['It is used for bloating and liver complaints', 'Helps in relieving pains related to rheumatism and arthritis', 'Based on homoeopathic composition, it is safe to use and has no side effects']",4.5,1286 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Dr. Reckeweg R18 Kidney And Bladder Drop,Dr Reckeweg & Co,NA,"['Supports kidney health', 'Helps relieve stinging pain in the kidneys', 'Helps eliminate excess uric acid']",4.5,243 Ratings
HHP Rheumonil Drop,Hahnemann Homoeo Pharmaceutical Pvt Ltd,NA,"['Manages symptoms associated with rheumatism and arthritis', 'Reduces joint pain and muscle pain', 'Improves flexibility of bones and muscles']",4.3,25 Ratings
Dr Willmar Schwabe India Chelidonium Majus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Promotes healthy liver health', 'Provides relief from vomiting and nausea', 'Addresses irritable bowel syndrome', 'Soothes indigestion', 'It may cater to skin issues like eczema']",4.6,443 Ratings
Dr. Reckeweg R1 Inflammation Drop,Dr Reckeweg & Co,NA,"['Possesses anti-inflammatory properties', 'Can help reduce swellings', 'May be effective against inflammations']",4.7,277 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
SBL Nixocid Tablet,SBL Pvt Ltd,NA,"['It helps restore enzyme balance', 'It relieves acidity from your body', 'It helps normalise the pH dimension of the stomach']",4.6,539 Ratings
SBL Belladonna Dilution 200 CH,SBL Pvt Ltd,NA,"['Provides relief from issues in the bladder and biliary tract', 'Highly useful for patients suffering from rheumatic and arthritic pains', 'It relieves sharp pain in the stomach caused due to excess digestive acid in the stomach']",4.7,1299 Ratings
Dr. Reckeweg R3 Heart Drop,Dr Reckeweg & Co,NA,"['Helps increase muscular strength', 'Aids in relieving cardiac weakness', 'Can support heart health']",4.6,283 Ratings
SBL Hepar Sulphur Dilution 200 CH,SBL Pvt Ltd,NA,"['Relieves glandular swellings and eruptions', 'Effective remedy for reducing swollen glands and skin eruptions', 'Provides relief from oral discomfort including bleeding gums and mouth pain', 'Aids in reducing neck inflammation and associated pain']",4.6,729 Ratings
SBL Rhus Toxicodendron Dilution 30 CH,SBL Pvt Ltd,NA,"['Useful in the treatment of eczema and relieves conditions of itchiness and rashes', 'Also helpful in the treatment of rheumatic pain']",4.6,1252 Ratings
Dr. Reckeweg R29 Vertigo And Syncope Drop,Dr Reckeweg & Co,NA,"['Can be effective for vertigo', 'May aid in relieving motion sickness', 'Might reduce feelings of nausea']",4.5,256 Ratings
SBL Alfalfa Tonic with Ginseng,SBL Pvt Ltd,NA,"['Helps to increase the appetite', 'Aids in supporting digestion', 'It may provide energy and stamina', 'It can alleviate pain and cramps']",4.4,964 Ratings
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 12X,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['It can help manage nausea and morning sickness', 'It can help improve digestion', 'It can be used to reduce acidity and indigestion', 'It can help regulate the acids present in the body']",4.3,31 Ratings
SBL Alfalfa Malt Energy Stimulant Delicious Chocolate,SBL Pvt Ltd,NA,"['Helps to enhance energy levels', 'Helps to increase iron content in the body', 'Useful in case of anaemia', 'Helps to counter infections, mental and physical debility', 'Suitable for growing children, and old people']",4.4,335 Ratings
SBL Arnica Gel,SBL Pvt Ltd,NA,"['Helps relieve bruises', 'Reduces pain', 'Soothes burning sensations']",4.7,443 Ratings
SBL Ferrum Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,NA,"['Works as a restorative tonic', 'Promotes recovery from illness', 'Relieves joint and shoulder pain', 'Effective for managing urinary leaks and incontinence']",4.7,532 Ratings
Allen A84 Lipoma Drop,Allen Homoeo & Herbal Products Ltd,NA,"['It is a good remedy for indurated swellings such as lipomas', 'It relieves pain and neurological discomfort associated with some forms of lipoma', 'It helps in reducing the size of fatty tumours and lipoma lumps', 'It may also prevent the formation of new lipomas']",4.1,448 Ratings
SBL Rite-Hite Tablet,SBL Pvt Ltd,NA,"['Useful for children suffering from anaemia, feeble digestion, growth and development problems', 'Helps enhance memory and concentration', 'Aids in supporting overall health']",4.3,402 Ratings
Dr Willmar Schwabe Germany Gastrobin Drop,Dr Willmar Schwabe India Pvt Ltd,NA,"['This drop helps improve stomach ailments', 'It relieves heartburn and acidity', 'It can help deal with stomach ache and heaviness']",4.6,221 Ratings
Adven Osteodin-Z Oral Drops (25ml Each),Adven Biotech Pvt Ltd,NA,"['Has anti-inflammatory properties to reduce inflammation and swelling', 'Helps minimise joint pain and its related ailments', 'Aids in reducing sprains and cramps']",4.4,159 Ratings
SBL Bio-Combination 20 Tablet,SBL Pvt Ltd,NA,"['Helps manage skin conditions', 'Useful for acne', 'Helps with eruptive skin conditions', 'Helps manage eruptions of the scalp']",4.5,457 Ratings
Dr. Reckeweg Carbo Veg Dilution 30 CH,Dr Reckeweg & Co,NA,"['Helps fight against constipation', 'Relieves gum swelling and ulcers', 'Improves your digestive health']",4.7,751 Ratings
SBL Thuja Ointment,SBL Pvt Ltd,NA,"['Helps prevent skin infections', 'Reduces dryness', 'Prevents eruptions']",4.3,447 Ratings
SBL Stobal Cough Syrup,SBL Pvt Ltd,NA,"['It is a highly efficacious remedy for acute catarrhal conditions of the respiratory tract', 'Acts on dry coughs, irritation in the throat and coughs associated with bronchitis, and laryngitis', 'It reduces spasmodic irritation of the chest', 'A homeopathy cough medicine that removes phlegm and relieves difficulty in swallowing']",4.6,1623 Ratings
Dr. Reckeweg R14 Nerve And Sleep Drop,Dr Reckeweg & Co,NA,"['Aids in improving sleep quality', 'Acts as a sedative for pain and restlessness', 'Helps in the treatment of nervous system']",4.4,293 Ratings
SBL Arsenicum Album Dilution 200 CH,SBL Pvt Ltd,NA,"['Helps in treating the increased temperature with marked periodicity', 'Provides support in difficult, suffocating, and wheezing respiration with dry cough and spitting of blood with sputum', 'Useful in treating respiratory ailments such as breathing issues']",4.6,1434 Ratings
SBL FP Ointment,SBL Pvt Ltd,NA,"['Helps with haemorrhoids', 'Relieves itchiness', 'Reduces swelling']",4.3,395 Ratings
New Life Bach Flower Rescue Remedy 30,New Life Laboratories Pvt Ltd,NA,"['Soothes the nerves and helps to relax', 'Increases focus and concentration', 'Alleviates stress and anxiety']",4.4,827 Ratings
SBL Thuja Roll-On,SBL Pvt Ltd,NA,"['Helps manage fungal overgrowth', 'Heals dry skin and eruptions', 'Useful for wart and cutaneous surfaces-fig-warts', 'Manages freckles and blotches']",4.2,400 Ratings
Dr. Reckeweg Kalmegh Mother Tincture Q,Dr Reckeweg & Co,NA,"['It helps with the loss of appetite and improves the bile flow as well', 'Relieve from indigestion due to irregular functioning of the liver', 'Helps in reducing the yellowness of skin, sclera of eyes and nails with a hepatic malfunction during jaundice']",4.7,221 Ratings
SBL Gymnema Sylvestre Mother Tincture Q,SBL Pvt Ltd,NA,"['It regulates healthy blood pressure', 'It reduces cholesterol levels', 'It improves digestion', 'Homoeopathic medicines do not have any side effects']",4.7,511 Ratings
